doc_id,language,resource_level,forward_model,back_model,labse_published,labse_pooled,labse_aligned
immunize/hpv,korean,medium,claude-opus-4.5,gpt-5.1,0.9852010011672974,0.97639399766922,0.8906402190526327
immunize/hpv,korean,medium,claude-opus-4.5,gemini-3-pro,0.9810208082199097,0.9825801849365234,0.9274519483248392
immunize/hpv,haitian_creole,low,claude-opus-4.5,gpt-5.1,0.9894995093345642,0.989911675453186,0.9575352370738983
immunize/hpv,haitian_creole,low,claude-opus-4.5,gemini-3-pro,0.9859123229980469,0.9361177682876587,0.7327689975500107
immunize/hpv,spanish,high,gemini-3-pro,gpt-5.1,0.8850275278091431,0.9798617959022522,0.7912759085496267
immunize/hpv,spanish,high,gemini-3-pro,claude-opus-4.5,0.88048255443573,0.9785489439964294,0.7911106745402018
immunize/hpv,chinese_simplified,high,gemini-3-pro,gpt-5.1,0.8286994695663452,0.9079011678695679,0.743423213561376
immunize/hpv,chinese_simplified,high,gemini-3-pro,claude-opus-4.5,0.8267314434051514,0.9243231415748596,0.7234499454498291
immunize/hpv,vietnamese,high,gemini-3-pro,gpt-5.1,0.8410614132881165,0.937258780002594,0.7737085620562235
immunize/hpv,vietnamese,high,gemini-3-pro,claude-opus-4.5,0.846721351146698,0.9246357679367065,0.7125765532255173
immunize/hpv,tagalog,low,gemini-3-pro,gpt-5.1,0.860649049282074,0.9292935132980347,0.7628957728544871
immunize/hpv,tagalog,low,gemini-3-pro,claude-opus-4.5,0.8487508893013,0.933655858039856,0.7616285483042399
immunize/hpv,russian,high,gemini-3-pro,gpt-5.1,0.8710938692092896,0.9152714014053345,0.7473843097686768
immunize/hpv,russian,high,gemini-3-pro,claude-opus-4.5,0.8698083758354187,0.9302822351455688,0.7756488422552744
immunize/hpv,korean,medium,gemini-3-pro,gpt-5.1,0.8319808840751648,0.9384626746177673,0.761793851852417
immunize/hpv,korean,medium,gemini-3-pro,claude-opus-4.5,0.8374495506286621,0.9311296343803406,0.7275641957918803
immunize/hpv,haitian_creole,low,gemini-3-pro,gpt-5.1,0.854223906993866,0.9277127981185913,0.731376032034556
immunize/hpv,haitian_creole,low,gemini-3-pro,claude-opus-4.5,0.8423864245414734,0.947359025478363,0.7586155434449514
immunize/hpv,spanish,high,kimi-k2,gpt-5.1,0.8861060738563538,0.980889081954956,0.8026998539765676
immunize/hpv,spanish,high,kimi-k2,claude-opus-4.5,0.8855233788490295,0.974119246006012,0.7437082876761755
immunize/hpv,spanish,high,kimi-k2,gemini-3-pro,0.8796875476837158,0.9794706106185913,0.8005477090676626
immunize/hpv,chinese_simplified,high,kimi-k2,gpt-5.1,0.8953912854194641,0.976033627986908,0.8006150225798289
immunize/hpv,chinese_simplified,high,kimi-k2,claude-opus-4.5,0.8794113397598267,0.9498872756958008,0.7173326512177786
immunize/hpv,chinese_simplified,high,kimi-k2,gemini-3-pro,0.8895531892776489,0.9680437445640564,0.7504457285006841
immunize/hpv,vietnamese,high,kimi-k2,gpt-5.1,0.8972312808036804,0.9799888134002686,0.8046368360519409
immunize/hpv,vietnamese,high,kimi-k2,claude-opus-4.5,0.8954066634178162,0.9790289402008057,0.7723448524872462
immunize/hpv,vietnamese,high,kimi-k2,gemini-3-pro,0.8884879946708679,0.9739274978637695,0.7540514121452967
immunize/hpv,tagalog,low,kimi-k2,gpt-5.1,0.8958811163902283,0.9804500341415405,0.80874036749204
immunize/hpv,tagalog,low,kimi-k2,claude-opus-4.5,0.899813175201416,0.974386990070343,0.7462767014900843
immunize/hpv,tagalog,low,kimi-k2,gemini-3-pro,0.8940973281860352,0.9758499264717102,0.7931822935740153
immunize/hpv,russian,high,kimi-k2,gpt-5.1,0.8989638686180115,0.9776673316955566,0.7901809414227804
immunize/hpv,russian,high,kimi-k2,claude-opus-4.5,0.8989313840866089,0.9764431715011597,0.7660372058550516
immunize/hpv,russian,high,kimi-k2,gemini-3-pro,0.8929062485694885,0.9689228534698486,0.7640104393164316
immunize/hpv,korean,medium,kimi-k2,gpt-5.1,0.8908055424690247,0.9728831052780151,0.7851990262667338
immunize/hpv,korean,medium,kimi-k2,claude-opus-4.5,0.8916061520576477,0.9775938391685486,0.7688354998826981
immunize/hpv,korean,medium,kimi-k2,gemini-3-pro,0.8896581530570984,0.9671391248703003,0.7425740708907446
immunize/hpv,haitian_creole,low,kimi-k2,gpt-5.1,0.9005443453788757,0.9814304113388062,0.809929778178533
immunize/hpv,haitian_creole,low,kimi-k2,claude-opus-4.5,0.8997436165809631,0.9760796427726746,0.7568110724290212
immunize/hpv,haitian_creole,low,kimi-k2,gemini-3-pro,0.8928956985473633,0.9715486168861389,0.7485883285601934
immunize/meningococcal_acwy,spanish,high,gpt-5.1,claude-opus-4.5,0.8566232323646545,0.9898322820663452,0.817830373843511
immunize/meningococcal_acwy,spanish,high,gpt-5.1,gemini-3-pro,0.8591865301132202,0.98569256067276,0.8007181031363351
immunize/meningococcal_acwy,chinese_simplified,high,gpt-5.1,claude-opus-4.5,0.8543788194656372,0.9902575016021729,0.8419947425524393
immunize/meningococcal_acwy,chinese_simplified,high,gpt-5.1,gemini-3-pro,0.8520398736000061,0.9720063805580139,0.7073901359524045
immunize/meningococcal_acwy,vietnamese,high,gpt-5.1,claude-opus-4.5,0.8648862838745117,0.9914641380310059,0.8435328205426534
immunize/meningococcal_acwy,vietnamese,high,gpt-5.1,gemini-3-pro,0.8501465320587158,0.9771680235862732,0.7432359329291752
immunize/meningococcal_acwy,tagalog,low,gpt-5.1,claude-opus-4.5,0.8521674871444702,0.9899515509605408,0.8395857214927673
immunize/meningococcal_acwy,tagalog,low,gpt-5.1,gemini-3-pro,0.8462082743644714,0.9703672528266907,0.7237043231725693
immunize/meningococcal_acwy,russian,high,gpt-5.1,claude-opus-4.5,0.9899630546569824,0.9947673678398132,0.9510358373324076
immunize/meningococcal_acwy,russian,high,gpt-5.1,gemini-3-pro,0.8676373958587646,0.9680877327919006,0.7112953439354897
immunize/meningococcal_acwy,korean,medium,gpt-5.1,claude-opus-4.5,0.8435231447219849,0.9875782132148743,0.8251950144767761
immunize/meningococcal_acwy,korean,medium,gpt-5.1,gemini-3-pro,0.8451491594314575,0.9826977849006653,0.8062722285588583
immunize/meningococcal_acwy,haitian_creole,low,gpt-5.1,claude-opus-4.5,0.9889568090438843,0.9905126094818115,0.9303088528769357
immunize/meningococcal_acwy,haitian_creole,low,gpt-5.1,gemini-3-pro,0.8526443839073181,0.9849944710731506,0.788446979863303
immunize/meningococcal_acwy,spanish,high,claude-opus-4.5,gpt-5.1,0.8537179231643677,0.9901950359344482,0.8355614840984344
immunize/meningococcal_acwy,spanish,high,claude-opus-4.5,gemini-3-pro,0.8559802174568176,0.9895044565200806,0.8368452787399292
immunize/meningococcal_acwy,chinese_simplified,high,claude-opus-4.5,gpt-5.1,0.8715961575508118,0.9886650443077087,0.8310571511586508
immunize/meningococcal_acwy,chinese_simplified,high,claude-opus-4.5,gemini-3-pro,0.9855186939239502,0.9900588989257812,0.9236524403095245
immunize/meningococcal_acwy,vietnamese,high,claude-opus-4.5,gpt-5.1,0.8606618642807007,0.9803990721702576,0.8093850711981455
immunize/meningococcal_acwy,vietnamese,high,claude-opus-4.5,gemini-3-pro,0.9931660294532776,0.9767841696739197,0.9118557274341583
immunize/meningococcal_acwy,tagalog,low,claude-opus-4.5,gpt-5.1,0.9928836822509766,0.9965537786483765,0.9678871929645538
immunize/meningococcal_acwy,tagalog,low,claude-opus-4.5,gemini-3-pro,0.9917360544204712,0.995857834815979,0.9570216238498688
immunize/meningococcal_acwy,russian,high,claude-opus-4.5,gpt-5.1,0.8673818707466125,0.9880947470664978,0.835164080063502
immunize/meningococcal_acwy,russian,high,claude-opus-4.5,gemini-3-pro,0.8654511570930481,0.9784578680992126,0.8155150413513184
immunize/meningococcal_acwy,korean,medium,claude-opus-4.5,gpt-5.1,0.8559733629226685,0.9766639471054077,0.7717220584551493
immunize/meningococcal_acwy,korean,medium,claude-opus-4.5,gemini-3-pro,0.983578085899353,0.9884713888168335,0.9161998927593231
immunize/meningococcal_acwy,haitian_creole,low,claude-opus-4.5,gpt-5.1,0.8522970080375671,0.982623815536499,0.8226570188999176
immunize/meningococcal_acwy,haitian_creole,low,claude-opus-4.5,gemini-3-pro,0.8558447360992432,0.9883657693862915,0.8386636177698771
immunize/meningococcal_acwy,spanish,high,gemini-3-pro,gpt-5.1,0.853620171546936,0.9706555604934692,0.7472364093576159
immunize/meningococcal_acwy,spanish,high,gemini-3-pro,claude-opus-4.5,0.851963222026825,0.9781225919723511,0.8059480488300323
immunize/meningococcal_acwy,chinese_simplified,high,gemini-3-pro,gpt-5.1,0.8057065010070801,0.9388990998268127,0.7951006591320038
immunize/meningococcal_acwy,chinese_simplified,high,gemini-3-pro,claude-opus-4.5,0.8141412138938904,0.9396990537643433,0.7994555532932281
immunize/meningococcal_acwy,vietnamese,high,gemini-3-pro,gpt-5.1,0.8160773515701294,0.9447720050811768,0.7785975933074951
immunize/meningococcal_acwy,vietnamese,high,gemini-3-pro,claude-opus-4.5,0.8179358839988708,0.9522016048431396,0.7935704092184702
immunize/meningococcal_acwy,tagalog,low,gemini-3-pro,gpt-5.1,0.8015328645706177,0.9381858706474304,0.7943353752295176
immunize/meningococcal_acwy,tagalog,low,gemini-3-pro,claude-opus-4.5,0.8031758069992065,0.9386918544769287,0.7907693882783254
